Gender,Age,Height,Weight,FHWOW,FAVC,NO_OF_MEALS,PRIMARY_MEALS,WATERINTAKE,FAF,WeightClasses
Female,37.205173,1.667469,80.993373,yes,yes,2.01054,2.77684,1.651548,0,Overweight
Female,19.027417,1.588147,73.939268,yes,no,3,3.362758,2,3,Overweight
Male,37.492444,1.835024,92.368359,yes,yes,2,1.672706,2.766674,1,Overweight
Male,24.657598,1.7088,83.520113,yes,yes,2.689577,2.714115,2.279214,1,Overweight
Male,18.011718,1.680991,79.752916,yes,yes,2.413156,2.521546,1.985312,0,Overweight
Male,27.349745,1.835271,97.58826,yes,yes,2.923433,1.338033,1.944095,2,Overweight
Male,18,1.742819,86.565148,yes,yes,3,3,2,2,Overweight
Male,33.009285,1.741192,84.773349,yes,yes,2,3,2.035954,1,Overweight
Male,18,1.759721,86.0805,yes,yes,2.882522,3,2.452986,1,Overweight
Male,30.079371,1.810616,92.860254,yes,yes,2,3,1.622638,0,Overweight
Male,25.035915,1.763101,88.532032,yes,yes,1.973499,1.081805,2,0,Overweight
Female,18.198322,1.543338,71.799982,yes,no,3,3.087119,2,1,Overweight
Female,35.456326,1.651812,79.437921,yes,yes,2.156065,2.909117,1.221281,1,Overweight
Male,23.806789,1.732492,84.557797,yes,yes,2.992205,3,2.413813,0,Overweight
Female,39.392569,1.706349,85.720788,yes,yes,2.944287,1.466393,2.442775,1,Overweight
Male,21.384259,1.780679,89.667406,yes,yes,1.780746,1.471053,2,0,Overweight
Male,22.730414,1.758687,89.673648,yes,yes,2.164062,2.983201,2.168904,1,Overweight
Male,21.20563,1.704573,80,yes,yes,2,3,2,3,Overweight
Male,21.333429,1.716545,80.005809,yes,yes,2,2.783336,2,3,Overweight
Male,32.787101,1.903832,99.812443,yes,yes,2,1.863012,2.196471,1,Overweight
Male,32.610018,1.742538,83.390983,yes,yes,2.247704,3.053598,1.919629,0,Overweight
Male,30.022598,1.747739,83.314157,yes,yes,2.011656,3.165837,1.844645,1,Overweight
Male,21.123048,1.717037,80,yes,yes,2,3,2,2,Overweight
Female,22.989846,1.65,80,yes,yes,2,3,2,0,Overweight
Female,24.320154,1.577921,65.293179,yes,no,2.03414,2.741413,1.996384,1,Overweight
Male,37.275298,1.746055,83.282232,yes,yes,2.746408,1.058123,2.265727,1,Overweight
Male,34.098174,1.841151,91.798103,yes,yes,2,2.997414,1.259454,1,Overweight
Female,21.001282,1.517998,64.696248,yes,no,2.1239,1.672958,2,2,Overweight
Female,21.95994,1.483284,62.894283,yes,no,2,1.680838,1.833635,0,Overweight
Male,19.795269,1.758972,87.861431,yes,yes,2.332074,3,2.999495,2,Overweight
Female,19.090023,1.562434,70.442775,yes,no,2.748243,3.070386,1.962322,1,Overweight
Female,20.820455,1.547066,67.473282,yes,no,2.303656,3,1.163111,2,Overweight
Male,22.087056,1.792435,89.998729,yes,yes,1.904732,2.608416,1.204175,0,Overweight
Male,22.185756,1.784555,89.836692,yes,yes,1.979944,1.599464,2,0,Overweight
Female,22.980957,1.700216,80.473587,yes,yes,2,2.815255,1.622214,0,Overweight
Male,23,1.672101,80.939733,yes,yes,2,2.395785,1.40077,1,Overweight
Male,24.190896,1.7,84.849349,yes,yes,2,3,2.056053,0,Overweight
Male,23.94003,1.721348,83.986714,yes,yes,2.407817,2.844138,1.983649,1,Overweight
Female,26.591628,1.7,78.008388,yes,yes,2.734314,3,3,1,Overweight
Male,31.264628,1.803129,91.052215,yes,yes,2,3,1.199517,0,Overweight
Female,23.629159,1.70002,80.420434,yes,yes,2,3,2.386904,1,Overweight
Female,26.208134,1.7,78.041338,yes,yes,2.784383,3,2.165605,1,Overweight
Male,17.689057,1.713599,83.285753,yes,yes,2.009952,2.716106,1.660614,1,Overweight
Male,19.16097,1.662728,77.473204,yes,no,2.008656,1.402771,3,0,Overweight
Male,25.45763,1.837399,95.952027,yes,yes,1.122127,2.865657,2,1,Overweight
Male,22.988004,1.80827,91.363293,yes,yes,1.963965,1.836226,1.85537,0,Overweight
Male,23.603191,1.714508,85.137113,yes,yes,2.319776,2.884848,2.154898,0,Overweight
Male,22.882558,1.793451,89.909259,yes,yes,1.899116,2.375026,1.39854,0,Overweight
Female,23.586058,1.700499,81.108599,yes,yes,2.042762,2.9774,1.522426,1,Overweight
Male,34.432669,1.694997,84.451423,yes,yes,2.129668,2.693646,2.60669,1,Overweight
Female,25.472995,1.688911,78.434492,yes,yes,2.182401,2.832018,2.456939,0,Overweight
Male,55.022494,1.673394,80.400306,yes,yes,2,3,2,1,Overweight
Male,34.647036,1.769499,85,yes,yes,2.802696,3,2.978465,2,Overweight
Male,21.997335,1.65,80,yes,yes,2,3,2,1,Overweight
Male,18.181821,1.662669,79.863546,yes,no,2.492758,2.270163,1.992586,1,Overweight
Female,41.743333,1.67861,79.849252,yes,yes,2.733129,3,1.302594,0,Overweight
Male,21.473078,1.694423,80.311273,yes,yes,2,2.646717,2,3,Overweight
Female,27.757187,1.505437,63.892071,yes,no,2,1,1.278578,0,Overweight
Female,25.113537,1.505387,63.715219,yes,no,2,1.193729,1.846441,1,Overweight
Female,21.82165,1.491441,62.269912,yes,no,2,1.477581,1.995035,0,Overweight
Female,20.670975,1.509408,64.852953,yes,no,2.294067,3.209508,2,1,Overweight
Male,22.649792,1.685045,81.022119,yes,yes,2,2.756622,1.606076,0,Overweight
Male,23.154311,1.723072,82.338464,yes,yes,2.315932,2.658478,1.568476,1,Overweight
Female,38.097395,1.696954,78.156035,yes,yes,3,3,2.166024,0,Overweight
Female,37.642177,1.676095,79.079738,yes,yes,2.802128,3,1.744628,0,Overweight
Female,34.176795,1.681021,77.392179,yes,yes,2.79606,1.971472,1.921601,1,Overweight
Female,34.231083,1.654067,79.697278,yes,yes,2.086898,1.818026,2.088929,0,Overweight
Male,31.965402,1.840708,98.259423,yes,yes,2.333503,1.820779,2.559265,1,Overweight
Male,33.185661,1.836007,97.416417,yes,yes,2,1.724887,3,1,Overweight
Female,18.741188,1.556789,71.788181,yes,no,3,3.129155,2,2,Overweight
Female,19.955257,1.5891,72.713611,yes,no,3,3.856434,2,1,Overweight
Male,19.684891,1.700627,78.048207,yes,no,1.653081,2.753418,2.192063,1,Overweight
Male,47.7061,1.743935,84.729197,yes,yes,2.535315,3,1.146595,0,Overweight
Male,17.997009,1.742654,85,yes,no,2,3,2.976229,1,Overweight
Male,17.971786,1.754441,85.002884,yes,yes,2.765769,3,2.845134,1,Overweight
Male,20.432717,1.719342,80.790813,yes,yes,2.215464,2.116195,1.80996,2,Overweight
Female,33.954433,1.682253,77.431678,yes,yes,3,2.049908,1.999882,2,Overweight
Male,17.039058,1.799902,95.419668,yes,yes,2,3,3,1,Overweight
Male,33.070142,1.709428,83.014033,yes,yes,2,1.044628,2.01051,3,Overweight
Male,34.993835,1.752456,84.783756,yes,yes,2.63165,2.98212,2.778587,3,Overweight
Male,35.719457,1.685947,83.3258,yes,yes,2,1.009426,2.136398,1,Overweight
Female,19.005725,1.599999,73.513873,yes,no,2.942154,2.667711,2.184768,2,Overweight
Female,18.850466,1.550053,72.9518,yes,no,3,3.000974,2,2,Overweight
Male,31.540751,1.828092,91.495718,yes,yes,2,2.698883,2.035104,1,Overweight
Male,23.335391,1.71338,82.085549,yes,yes,2.716909,2.598079,2.90545,2,Overweight
Male,19.749627,1.680764,79.621463,yes,no,1.83746,3,2,1,Overweight
Male,19.565496,1.705584,78.025625,yes,no,1.936479,2.837388,2.159987,1,Overweight
Male,30.357745,1.841852,93.614246,yes,yes,2.045027,2.946063,1.307563,1,Overweight
Male,27,1.834986,99.083478,yes,yes,2.760607,1,1.336378,2,Overweight
Male,21.380336,1.724839,82.27635,yes,yes,2.09449,1.873484,2,2,Overweight
Male,33.151905,1.685127,83.986895,yes,yes,2,2.473911,2.452789,1,Overweight
Male,18,1.750097,86.372141,yes,yes,2.907062,3,2.740848,1,Overweight
Male,32.241587,1.757961,87.906019,yes,yes,2,1.79558,1.855054,1,Overweight
Male,31.662814,1.848965,98.912261,yes,yes,2.399531,2.623079,2.535127,1,Overweight
Male,24.347414,1.789193,89.393589,yes,yes,1.521604,2.174968,2,0,Overweight
Male,24.362124,1.716677,85.261339,yes,yes,2,2.676148,2.083939,1,Overweight
Female,19.462713,1.550122,69.936073,yes,no,2.501683,3.394788,1.337378,1,Overweight
Female,35.432059,1.663178,80.135167,yes,yes,2,3,1.992548,0,Overweight
Female,33.864257,1.679299,77.355417,yes,yes,2.76802,2.137068,1.873591,1,Overweight
Male,23.807181,1.729177,82.52724,yes,yes,2.742796,2.937607,1.99467,1,Overweight
Male,39.585811,1.719153,86.464843,yes,yes,2.325623,1.313403,1.94609,1,Overweight
Female,45.821267,1.687326,80.413997,yes,yes,2.076689,3,1.026729,1,Overweight
Male,25.929746,1.772449,105,yes,yes,3,3,2.045069,2,Obesity
Male,26.042738,1.837117,105.712219,yes,yes,3,3,2.509147,2,Obesity
Male,30.551762,1.784377,102.872505,yes,yes,2.271306,3,1.771198,2,Obesity
Male,39.759575,1.792507,101.780099,yes,yes,2.33361,2.113575,2.504136,3,Obesity
Female,31.386405,1.556579,78.233341,yes,yes,2.13683,2.092179,1.505381,0,Obesity
Female,25.706285,1.585547,80.351263,yes,yes,2,1,2,0,Obesity
Female,43.604901,1.569234,81.827288,yes,yes,2.909853,1,2,1,Obesity
Female,42.31607,1.583943,81.936398,yes,yes,2.490507,2.974204,1.846754,0,Obesity
Female,22.654316,1.621233,82,yes,yes,1.063449,1,2,0,Obesity
Female,22.679935,1.6084,82.603984,yes,yes,2.699282,1,2.598632,0,Obesity
Male,24.079524,1.733439,97.911865,yes,yes,2,3,2.843675,1,Obesity
Male,21.196152,1.65,88.472359,yes,yes,2.4277,1.001633,3,1,Obesity
Female,22.596576,1.650052,87.272552,yes,yes,2.87599,1.2919,2.777712,0,Obesity
Female,23,1.644161,84.340406,yes,yes,2.177243,3,2.715572,2,Obesity
Female,37.356288,1.559499,77.26813,yes,yes,2,3,1.630528,0,Obesity
Male,22.754646,1.734237,95,yes,yes,2,3,2.287248,3,Obesity
Male,23.252906,1.775815,97.813023,yes,yes,2,3,3,3,Obesity
Female,22.025438,1.640426,87.344156,yes,yes,3,1,3,1,Obesity
Female,18.086772,1.65,82.13682,yes,yes,3,3,1,1,Obesity
Male,25.994393,1.753321,107.998815,yes,yes,3,3,1.776991,2,Obesity
Female,40.821515,1.553026,77.74518,yes,yes,2,3,1.406115,0,Obesity
Male,23,1.706525,90.500055,yes,yes,2,3,1.530493,1,Obesity
Female,37.955371,1.560648,80,yes,yes,2.846452,1.139317,1.459511,2,Obesity
Male,31.315593,1.673352,90,yes,yes,2.19011,2.029858,2.348981,2,Obesity
Male,22.661556,1.660324,94.189167,yes,yes,2,3,2,0,Obesity
Male,40.317787,1.786318,98.447311,yes,yes,2,3,2.680292,2,Obesity
Male,23.365649,1.757691,95.361795,yes,yes,2,3,3,3,Obesity
Male,21.72127,1.712163,98.699971,yes,yes,2,2.977543,2.205977,3,Obesity
Male,35.389491,1.78,100.84763,yes,yes,2.069267,1.476204,3,2,Obesity
Female,22.061461,1.6,82.040318,yes,yes,1.362441,2.57038,2.166228,2,Obesity
Female,23,1.61082,82.532994,yes,yes,2.09663,2.879541,2.432967,2,Obesity
Female,23,1.665199,83.15115,yes,yes,2.928234,1.458507,2.777379,0,Obesity
Female,40.951591,1.542122,80,yes,yes,2,1.105617,1.372811,2,Obesity
Female,39.135634,1.507867,79.58958,yes,yes,2,3,1,0,Obesity
Male,26.271621,1.660955,90,yes,yes,2,3,3,1,Obesity
Female,23.779235,1.553127,78,yes,yes,2,1,2,1,Obesity
Male,20.586978,1.781952,102.910613,yes,yes,2,3,1.689793,1,Obesity
Male,21.669478,1.75,96.940255,yes,yes,2,3,2.771469,2,Obesity
Female,23,1.615854,80.615325,yes,yes,2,1,2,0,Obesity
Male,20.825962,1.793378,105.655037,yes,yes,2,3,1.155384,0,Obesity
Male,18.178023,1.85478,114.77484,yes,yes,2,1.854536,2.160169,1,Obesity
Female,18,1.685633,90.032671,yes,yes,2.496455,3,1.850344,1,Obesity
Female,18.267696,1.706343,93.348843,yes,yes,1.70825,3,1,1,Obesity
Male,23,1.791415,105.138073,yes,yes,2.262171,3,2.03415,0,Obesity
Male,23,1.753716,106.49141,yes,yes,2.740633,3,2.081005,1,Obesity
Male,20.9859,1.780503,103.189532,yes,yes,2,3,1.608128,0,Obesity
Male,21.504943,1.819867,106.038468,yes,yes,2,3,2.715252,0,Obesity
Male,18,1.791174,108.9606,yes,yes,2,1.08687,2.279124,1,Obesity
Male,18,1.82093,108.742005,yes,yes,2,1.25535,2.497065,1,Obesity
Female,19.442663,1.627812,82,yes,yes,1.081585,2.870661,1.11756,0,Obesity
Female,22.865018,1.632118,82,yes,yes,2.587789,1.482103,1.911664,0,Obesity
Male,21.948577,1.773594,105.000789,yes,yes,2.252653,3,2.962371,1,Obesity
Male,21.214617,1.930416,118.560509,yes,yes,2,3,3,1,Obesity
Male,22.277859,1.947406,116.893105,yes,yes,2,3,3,1,Obesity
Female,37.832949,1.610867,80,yes,yes,2.036613,1.81698,1.93059,2,Obesity
Female,37.631769,1.513202,75.410647,yes,yes,2,2.582591,1.535134,2,Obesity
Male,17.6739,1.738465,97.185474,yes,yes,2,3,2,0,Obesity
Female,37.524551,1.567915,76.129784,yes,yes,2,3,2.102976,0,Obesity
Female,43.510672,1.587546,76.126112,yes,yes,2,3,2.091934,0,Obesity
Male,18,1.820385,108.395005,yes,yes,2,2.164839,2.094479,1,Obesity
Male,18,1.792239,108.244379,yes,yes,2,2.141839,2.939847,1,Obesity
Male,29.506287,1.82697,108.751502,yes,yes,2,2.877583,2.358038,1,Obesity
Female,18,1.670058,86.242679,yes,yes,2.609123,3,1.955053,1,Obesity
Male,24.733308,1.639383,91.267087,yes,yes,1.036159,3,1,0,Obesity
Male,29,1.682916,89.991671,yes,yes,1.851262,3,2.11267,0,Obesity
Female,18,1.609321,84.493156,yes,yes,2,3,1.051735,1,Obesity
Male,21.098035,1.690437,96.366777,yes,yes,2,2.95833,2,0,Obesity
Male,19.089595,1.700164,99.204695,yes,yes,2,2.119826,2,0,Obesity
Female,18.312665,1.60074,82.249831,yes,yes,2.501236,3,1.220331,0,Obesity
Male,18.260079,1.801848,104.741914,yes,yes,2,3,3,2,Obesity
Male,26.004294,1.844751,105.025808,yes,yes,3,3,2.925029,2,Obesity
Male,25.994746,1.811602,106.042142,yes,yes,3,3,2.858171,2,Obesity
Male,36.726617,1.787521,100.624553,yes,yes,2.031185,2.992606,2.852254,2,Obesity
Male,38.297259,1.789109,100.066268,yes,yes,2.014194,2.050121,2.184707,2,Obesity
Female,30.163408,1.533364,78.030383,yes,yes,2.028225,1.923607,1.798917,0,Obesity
Female,28.770039,1.580858,79.713492,yes,yes,2,1,2,0,Obesity
Female,42.337283,1.64639,86.639861,yes,yes,2.81646,2.27374,1.722063,0,Obesity
Female,47.283374,1.643786,81.978743,yes,yes,2.037585,1.418985,1.827351,0,Obesity
Female,22.518787,1.634342,82.414477,yes,yes,1.853314,1.320768,2.135552,0,Obesity
Female,22.836315,1.604893,82,yes,yes,1.00876,1,2,0,Obesity
Male,23,1.654961,94.790579,yes,yes,2,3,1.490613,1,Obesity
Male,22.975526,1.701986,95,yes,yes,2,3,2.02127,2,Obesity
Male,22.720449,1.65,89.139209,yes,yes,2.103335,2.964024,3,1,Obesity
Male,23.887569,1.657995,90,yes,yes,2,3,3,1,Obesity
Female,23,1.634688,82.628,yes,yes,2.060922,2.933409,2.235282,0,Obesity
Female,23,1.628168,84.49798,yes,yes,2.058687,2.962004,2.010596,1,Obesity
Female,38.148845,1.557808,79.661693,yes,yes,2,3,1.274774,0,Obesity
Female,37.96543,1.560199,80,yes,yes,2.533605,1.271624,1.893691,1,Obesity
Male,22.771612,1.750384,95.324282,yes,yes,2,3,3,3,Obesity
Male,22.582371,1.753081,95.269089,yes,yes,2,3,3,3,Obesity
Female,21.008051,1.65,88.126544,yes,yes,2.457547,1.00061,3,1,Obesity
Female,22.591026,1.650012,87.676154,yes,yes,2.983851,1.068443,2.854161,1,Obesity
Female,16.129279,1.65,85.583485,yes,yes,2.954996,3,1,2,Obesity
Female,16.913841,1.634832,85.803809,yes,yes,2.061969,3,1.229171,2,Obesity
Male,29.43879,1.770126,108.602715,yes,yes,3,3,1.163264,2,Obesity
Male,29.881301,1.758189,108.721893,yes,yes,3,3,1.271178,2,Obesity
Female,43.591999,1.595165,77.354744,yes,yes,2,3,2.117346,0,Obesity
Female,40.993179,1.567756,79.493626,yes,yes,2,3,2.952506,0,Obesity
Male,22.936098,1.702825,93.638318,yes,yes,2,3,1.746197,0,Obesity
Male,23,1.735659,93.429205,yes,yes,2,3,1.249307,1,Obesity
Female,37.597953,1.62901,80,yes,yes,2.450784,2.952821,1.335192,0,Obesity
Female,37.532066,1.615385,80,yes,yes,2.972426,3,1.636326,0,Obesity
Male,31.630054,1.671705,90,yes,yes,2.467002,1.851088,2.104054,2,Obesity
Male,31.641081,1.676595,89.993812,yes,yes,2.934671,2.119682,2.041462,1,Obesity
Male,21.872484,1.699998,95.564428,yes,yes,2,2.970675,2,0,Obesity
Male,21.834894,1.722785,94.094184,yes,yes,2,2.966803,2,0,Obesity
Male,36.023972,1.670667,90.575934,yes,yes,2.903545,1.508685,2.450069,1,Obesity
Male,39.656559,1.789992,98.021766,yes,yes,2.043359,2.209314,2.785804,1,Obesity
Male,24.184891,1.768834,97.449743,yes,yes,2,3,2.973729,2,Obesity
Male,23.237302,1.761008,97.829344,yes,yes,2,3,2.988771,2,Obesity
Male,35.322112,1.78,102.265955,yes,yes,2.787589,1.114564,3,3,Obesity
Male,31.387982,1.810215,105.254354,yes,yes,2.39728,2.036794,2.659419,1,Obesity
Female,23,1.608469,82.954796,yes,yes,2.150054,2.988539,2.768325,2,Obesity
Female,23,1.630357,83.1011,yes,yes,2.977585,1.630506,2.839319,1,Obesity
Female,22.679454,1.62826,82.967937,yes,yes,2.274491,1,2.2695,1,Obesity
Female,22.480889,1.605662,82.470375,yes,yes,1.557287,1,2.371015,0,Obesity
Female,41.403862,1.567973,81.056851,yes,yes,2.152264,2.977999,1.513199,0,Obesity
Female,40.702771,1.548403,80,yes,yes,2,3,1.326165,0,Obesity
Male,29.389239,1.681855,90,yes,yes,2.08841,2.644692,2.773236,1,Obesity
Male,30.967417,1.688436,90,yes,yes,2.180047,2.733077,2.77962,1,Obesity
Female,23.474165,1.577115,78,yes,yes,2,1,2,1,Obesity
Female,24.317607,1.586751,79.109029,yes,yes,2,1,2,1,Obesity
Male,17.052914,1.710616,99.860254,yes,yes,2,3,2,0,Obesity
Male,18.04892,1.721384,99.430612,yes,yes,2,3,2,2,Obesity
Female,22.875223,1.624367,82,yes,yes,1.826885,1,2,0,Obesity
Female,22.884722,1.622787,82,yes,yes,1.754401,1,2,0,Obesity
Male,18.729566,1.855433,112.875283,yes,yes,2,2.427137,2.574073,1,Obesity
Male,21.011124,1.856315,118.183797,yes,yes,2,3,3,1,Obesity
Female,18.603496,1.681719,90.671871,yes,yes,1.524428,3,1.383831,0,Obesity
Female,21.106056,1.722884,92.949254,yes,yes,1.164062,3,1.157395,0,Obesity
Male,23,1.799406,106.528811,yes,yes,2.123159,3,2.415343,0,Obesity
Male,21.980847,1.819875,106.048516,yes,yes,2,3,2.745242,0,Obesity
Male,21.016665,1.790172,105.042194,yes,yes,2.259679,3,1.026143,0,Obesity
Male,21.72738,1.783782,105.000276,yes,yes,2.044326,3,2.35818,0,Obesity
Male,18,1.783906,109.207614,yes,yes,2,1.867836,2.438398,1,Obesity
Male,18,1.844218,109.195529,yes,yes,2,1.548407,2.191401,1,Obesity
Female,19.431662,1.631662,82,yes,yes,2.843456,2.937989,1.001995,0,Obesity
Female,18.166318,1.649553,82.323954,yes,yes,2.864776,3,1.876915,1,Obesity
Male,22.352025,1.754711,105.000706,yes,yes,2.871137,3,2.627569,1,Obesity
Male,22.469351,1.762515,105.000097,yes,yes,2.282803,3,2.104264,1,Obesity
Male,19.524698,1.942725,121.657979,yes,yes,2,3,3,1,Obesity
Male,20.491475,1.975663,120.702935,yes,yes,2,3,3,1,Obesity
Female,39.213399,1.586301,80,yes,yes,2.020502,1.237454,1.93142,2,Obesity
Female,38.098745,1.598448,80,yes,yes,2.020785,1.169173,1.972551,2,Obesity
Male,19.034033,1.703098,98.296651,yes,yes,2,2.391753,2,0,Obesity
Male,17.073648,1.706996,99.544696,yes,yes,2,3,2,2,Obesity
Female,38.547267,1.526472,75.150345,yes,yes,2,3,1.084442,0,Obesity
Female,38.683794,1.501993,76.642944,yes,yes,2,3,1,0,Obesity
Male,18,1.784402,108.413119,yes,yes,2,2.475444,2.655795,1,Obesity
Male,18,1.792687,108.204547,yes,yes,2,2.478794,2.967064,1,Obesity
Male,29.622804,1.814052,109.411622,yes,yes,2.407817,2.070033,1.796257,1,Obesity
Male,30.79626,1.789421,109.599453,yes,yes,2.21498,2.282392,1.179942,2,Obesity
Female,18,1.686904,90.004046,yes,yes,2.737149,3,1.997195,1,Obesity
Female,18.107092,1.703259,91.499683,yes,yes,1.899793,3,1.439962,1,Obesity
Male,31.335093,1.665798,89.738596,yes,yes,2.274164,1.049534,1.358172,1,Obesity
Male,29,1.66671,89.048151,yes,yes,1.897796,3,1.193039,0,Obesity
Female,18.011903,1.65,84.210535,yes,yes,2.85916,3,1,1,Obesity
Female,18,1.649439,84.897738,yes,yes,2,3,1.039313,1,Obesity
Male,21.077356,1.702002,97.971598,yes,yes,2,1.66338,2,0,Obesity
Male,21.052016,1.69382,99.530971,yes,yes,2,1.672751,2,0,Obesity
Female,18.078256,1.622999,82.403076,yes,yes,2.340405,3,1.655245,1,Obesity
Female,18.063582,1.633675,82.459577,yes,yes,2.921576,3,1.003636,1,Obesity
Male,20.418832,1.836669,105.257543,yes,yes,2,3,2.793505,2,Obesity
Male,20.580984,1.798354,103.705418,yes,yes,2,3,2.401315,3,Obesity
Male,26.032416,1.824432,105.131956,yes,yes,3,3,2.110611,2,Obesity
Male,25.955361,1.830384,105.479313,yes,yes,3,3,2.480277,2,Obesity
Male,26.015448,1.829907,105.436173,yes,yes,3,3,2.224914,2,Obesity
Male,25.920738,1.823755,105.800158,yes,yes,2.92711,3,2.151496,1,Obesity
Male,29.633715,1.834842,105.19936,yes,yes,2.805533,3,1.882847,2,Obesity
Male,32.895637,1.783901,103.771371,yes,yes,2.902469,1.734762,2.600238,2,Obesity
Male,38.748307,1.782067,103.586342,yes,yes,2.845961,1.92822,2.642273,3,Obesity
Male,39.685846,1.781032,96.303855,yes,yes,2.252698,2.475228,2.923856,2,Obesity
Female,33.226808,1.557943,77.647716,yes,yes,2.02091,2.093831,1.506518,0,Obesity
Female,26.220065,1.560258,78.435904,yes,yes,2.108163,1.231915,1.808127,0,Obesity
Female,23.090215,1.596586,80.726195,yes,yes,1.518966,1,2,0,Obesity
Female,24.565628,1.62093,81.718232,yes,yes,2.260543,1.374791,1.947935,0,Obesity
Female,42.586285,1.571417,81.918809,yes,yes,2.522183,1.326982,1.872673,1,Obesity
Female,43.719395,1.584322,80.986496,yes,yes,2.186322,2.900915,2.471033,0,Obesity
Female,43.37634,1.582523,81.919454,yes,yes,2.76632,1.317884,1.889341,1,Obesity
Female,39.648946,1.572791,80.086524,yes,yes,2.071622,2.977909,1.468297,0,Obesity
Female,22.693989,1.627908,82,yes,yes,1.918251,1.355752,1.998108,0,Obesity
Female,22.676243,1.620938,82.283185,yes,yes,1.967061,1,2.548651,0,Obesity
Female,22.804818,1.613119,82.636162,yes,yes,2.964419,1,2.977516,1,Obesity
Female,22.857123,1.62686,82.410189,yes,yes,2.640801,1.015488,2.022355,0,Obesity
Male,23.096353,1.728183,97.959899,yes,yes,2,2.986172,2.364208,2,Obesity
Male,22.815416,1.732694,98.44113,yes,yes,2,2.993623,2.326635,2,Obesity
Female,21.02064,1.65,88.129437,yes,yes,2.870152,1.001383,3,1,Obesity
Female,21.001458,1.65,88.026943,yes,yes,2.482575,1.001542,3,2,Obesity
Female,22.87795,1.66913,86.002736,yes,yes,2.290095,2.590283,2.506296,0,Obesity
Female,22.847618,1.669136,85.568385,yes,yes,2.074843,1.773916,2.428271,0,Obesity
Female,23,1.611058,84.191125,yes,yes,2.14128,2.989112,2.519841,2,Obesity
Female,23,1.649736,84.134712,yes,yes,2.334474,1.496776,2.776724,1,Obesity
Female,39.129291,1.532643,77.550345,yes,yes,2,3,1.186996,0,Obesity
Female,37.441044,1.524293,76.202761,yes,yes,2,2.994046,1.603549,1,Obesity
Male,22.969366,1.701634,95,yes,yes,2,3,2.133469,1,Obesity
Male,22.735328,1.723921,94.743892,yes,yes,2,3,2.183149,2,Obesity
Male,23.32471,1.769484,96.078462,yes,yes,2,3,3,3,Obesity
Male,23.668137,1.777416,97.842406,yes,yes,2,3,3,3,Obesity
Female,21.895468,1.64456,88.119139,yes,yes,2.693859,1.000283,3,1,Obesity
Female,21.3928,1.641149,88.079177,yes,yes,2.607747,1.000414,3,1,Obesity
Female,18.178076,1.642892,82.144405,yes,yes,2.66889,3,1.172593,1,Obesity
Female,18.907514,1.65,82.01831,yes,yes,3,3,1,0,Obesity
Male,26.011928,1.777251,106.452367,yes,yes,3,3,1.911379,2,Obesity
Male,25.696736,1.814696,107.55963,yes,yes,2.921225,3,2.869439,0,Obesity
Female,40.466313,1.559005,77.601483,yes,yes,2,3,1.572371,0,Obesity
Female,38.445148,1.556028,77.684229,yes,yes,2,3,1.440629,0,Obesity
Male,24.473062,1.653751,91.204753,yes,yes,1.492834,3,1.005367,1,Obesity
Male,23.479181,1.680171,91.068054,yes,yes,1.220024,3,1.046254,1,Obesity
Female,38.397463,1.552648,80,yes,yes,2.667676,1.135278,1.399629,2,Obesity
Female,37.974483,1.560215,80,yes,yes,2.569075,2.463113,1.567366,0,Obesity
Male,31.783524,1.672959,90,yes,yes,2.949242,1.782109,2.210997,2,Obesity
Male,29.681308,1.680058,89.994351,yes,yes,2.104772,2.376374,2.218691,2,Obesity
Male,21.587743,1.664752,94.256547,yes,yes,2,2.976098,2,0,Obesity
Male,21.746113,1.668553,94.454394,yes,yes,2,2.968098,2,0,Obesity
Male,39.569004,1.785286,100.431625,yes,yes,2.871768,1.792695,2.691322,3,Obesity
Male,36.67933,1.780725,98.790167,yes,yes,2.540949,1.116401,2.929123,3,Obesity
Male,22.927011,1.751046,95.285898,yes,yes,2,3,2.530301,3,Obesity
Male,23.329344,1.751365,95.290429,yes,yes,2,3,3,3,Obesity
Male,22.126325,1.717262,98.579156,yes,yes,2,2.984523,2.263551,3,Obesity
Male,21.679158,1.741393,98.182498,yes,yes,2,2.978103,2.668261,2,Obesity
Male,36.673882,1.7921,101.285765,yes,yes,2.222282,1.578751,2.791604,2,Obesity
Male,37.936044,1.785957,99.199287,yes,yes,2.04516,1.874532,2.856521,2,Obesity
Female,22.226815,1.609068,83.785312,yes,yes,2.094184,2.735706,2.257922,2,Obesity
Female,22.538932,1.603963,82.012637,yes,yes,1.123672,1.014916,2.042078,2,Obesity
Female,22.307413,1.605495,82.528575,yes,yes,2.049112,2.622055,2.280555,2,Obesity
Female,22.362877,1.607182,82.368441,yes,yes,1.880534,2.806566,2.313245,2,Obesity
Female,22.89974,1.661715,82.595793,yes,yes,1.203754,1.355354,2.765593,0,Obesity
Female,22.997168,1.655742,82.46376,yes,yes,2.73691,1.478334,2.677409,0,Obesity
Female,38.895069,1.549257,80,yes,yes,2.736628,1.130751,1.385175,2,Obesity
Female,40.789529,1.549748,80,yes,yes,2,1.099151,1.687611,2,Obesity
Female,40.654155,1.52906,79.760922,yes,yes,2,3,1,0,Obesity
Female,38.542937,1.517248,79.843221,yes,yes,2,3,1.095134,0,Obesity
